dc_bus_ripple_voltage_V,capacitor_esr_mOhm,junction_temp_C,mosfet_on_resistance_mOhm,conversion_efficiency_pct,heatsink_temp_C,command_fan_rpm,actual_fan_rpm,thd_pct,mains_surges_count,health_state
21.96,36.81,91.57,10.55,86.42,88.24,4000,1533,10.05,9,3
22.02,38.61,92.29,9.94,83.15,87.47,4000,2374,8.78,6,3
6.69,12.38,53.54,5.65,95.45,53.46,2000,1797,3.28,1,1
10.35,20.38,79.74,7.73,92.36,67.88,3500,2685,6.18,3,2
7.28,13.19,55.05,5.92,95.84,51.27,3000,2851,3.08,0,1
7.66,12.96,54.03,5.81,96.04,50.43,2500,2332,3.17,3,1
7.34,13.17,56.18,5.9,95.39,51.92,2000,1835,3.23,2,1
12.08,21.75,74.02,7.67,92.26,70.5,3500,2824,4.82,5,2
23.11,33.15,97.07,10.28,84.47,91.3,4000,1856,7.32,6,3
12.2,19.96,73.7,7.78,91.41,66.64,3500,2540,5.87,6,2
5.35,10.23,46.05,5.04,98.22,39.26,2000,2047,1.52,1,0
8.23,15.95,52.48,5.74,96.34,51.32,2500,2338,2.99,1,1
4.6,10.52,45.03,5.03,98.29,41.06,2500,2509,1.5,0,0
16.08,38.53,102.25,9.85,83.75,94.09,4000,1986,10.47,9,3
7.04,13.65,52.0,5.5,95.72,51.02,2000,1709,2.82,2,1
11.38,24.52,79.32,7.67,93.14,66.96,3500,2608,4.54,5,2
4.65,10.61,46.03,4.81,98.38,38.57,2000,2006,1.57,0,0
13.32,24.02,76.89,7.47,92.32,69.66,3500,2583,4.52,3,2
6.85,15.01,52.11,5.56,96.4,51.67,3000,2734,3.48,1,1
18.6,37.21,99.81,10.35,86.21,88.55,4000,1642,7.0,5,3
4.56,9.45,45.68,5.0,98.46,39.0,2500,2477,1.48,1,0
5.09,10.0,43.61,4.89,98.56,41.48,2500,2545,1.66,0,0
10.47,24.99,71.69,7.9,93.25,73.22,3500,2610,6.15,6,2
4.73,10.82,46.18,5.04,98.65,38.7,2500,2498,1.36,0,0
8.36,13.0,53.22,5.64,95.89,53.11,2000,1846,3.35,2,1
6.82,14.24,52.63,6.05,96.21,54.67,3000,2794,2.85,0,1
7.11,14.99,52.78,5.83,96.64,53.96,2000,1708,3.4,3,1
7.39,13.05,57.36,6.08,96.54,49.47,2500,2359,2.76,2,1
8.26,15.57,53.79,5.87,96.45,49.07,2000,1729,2.62,2,1
17.28,33.27,96.35,10.24,83.07,85.01,4000,1670,7.26,9,3
13.11,19.36,71.23,7.19,90.98,72.4,3500,2698,5.43,5,2
16.34,37.39,98.69,10.52,84.91,94.13,4000,1937,9.44,8,3
8.01,14.27,57.0,5.69,95.91,49.33,2500,2307,2.89,1,1
7.86,14.57,57.22,5.62,96.6,54.89,2500,2341,2.87,0,1
5.3,10.0,46.46,4.94,98.41,39.2,2000,2028,1.52,0,0
5.0,9.6,43.63,4.8,98.26,41.4,1500,1545,1.59,1,0
23.78,34.44,93.46,9.28,87.25,89.55,4000,2122,10.98,9,3
7.66,13.48,54.88,5.6,96.6,54.38,2500,2219,2.91,1,1
5.17,9.34,43.89,4.99,98.64,40.18,1500,1467,1.64,1,0
11.93,21.31,70.1,7.1,91.64,72.98,3500,2834,5.67,3,2
4.72,10.32,43.6,5.08,98.23,40.02,1500,1535,1.47,0,0
21.36,34.21,97.43,10.55,85.29,92.03,4000,1834,7.1,9,3
5.39,10.74,45.08,5.0,98.47,38.49,2500,2474,1.56,1,0
4.64,10.32,44.47,5.01,98.74,38.05,2000,1963,1.56,1,0
8.17,12.3,57.75,5.55,96.78,49.1,3000,2730,3.03,2,1
4.92,9.99,44.91,5.15,98.56,40.25,2500,2451,1.51,0,0
10.13,20.23,75.13,7.78,93.13,72.12,3500,2568,4.77,6,2
11.69,23.86,72.93,7.58,91.63,73.97,3500,2723,5.0,3,2
7.08,15.4,55.17,5.87,95.54,53.37,2000,1708,3.0,1,1
12.6,19.66,79.13,7.43,93.49,69.41,3500,2780,5.45,3,2
5.39,10.24,46.89,5.08,98.71,40.68,2500,2518,1.6,1,0
16.97,36.21,90.93,10.03,87.41,94.33,4000,2068,9.96,5,3
11.52,24.64,77.56,7.95,91.26,67.21,3500,2520,5.9,4,2
6.99,14.46,54.49,6.02,95.44,50.17,2000,1724,2.52,2,1
10.05,23.36,75.58,7.76,90.53,70.66,3500,2812,5.69,5,2
17.19,36.53,93.53,9.97,83.37,90.75,4000,2023,7.77,8,3
7.31,14.27,52.89,5.94,95.55,49.95,2000,1886,2.6,3,1
19.67,35.87,96.41,9.89,82.4,91.08,4000,1679,7.7,7,3
11.02,21.99,74.32,7.4,93.36,68.03,3500,2814,5.15,4,2
4.64,10.94,44.65,5.07,98.57,39.89,2000,2015,1.58,0,0
16.27,38.26,99.51,9.38,85.61,88.11,4000,2188,8.97,8,3
8.49,12.02,53.43,5.98,95.97,49.39,2500,2389,3.12,3,1
21.25,33.74,90.33,9.67,83.05,92.21,4000,1814,9.04,7,3
21.26,34.73,100.79,9.4,83.2,88.84,4000,1579,9.46,8,3
13.05,20.59,76.18,7.51,93.22,66.5,3500,2528,4.65,6,2
20.26,38.18,98.16,9.3,83.16,88.53,4000,1943,9.33,7,3
7.05,15.86,52.86,5.69,95.26,49.77,3000,2894,2.55,2,1
4.86,9.92,43.68,4.82,98.41,40.82,2500,2486,1.54,1,0
6.53,14.98,53.44,5.65,95.95,49.95,2500,2325,2.97,1,1
7.13,12.02,56.52,5.91,96.22,50.35,2500,2290,3.42,2,1
10.88,19.12,75.74,7.99,91.11,67.45,3500,2659,6.09,4,2
20.71,36.61,98.68,9.18,85.87,89.69,4000,1607,10.13,7,3
6.84,13.1,56.21,5.79,96.53,53.24,3000,2708,3.19,0,1
4.61,10.88,43.41,4.95,98.77,40.51,2500,2528,1.62,0,0
7.46,14.91,52.28,5.95,95.32,52.02,2500,2391,3.44,0,1
11.62,24.65,75.03,7.88,92.7,72.44,3500,2501,6.36,6,2
18.96,32.29,94.28,9.13,83.74,94.9,4000,2382,7.94,5,3
18.36,34.51,99.97,9.68,83.32,91.48,4000,2447,8.71,5,3
11.77,24.36,78.16,7.62,91.78,67.2,3500,2785,5.27,6,2
22.7,37.08,98.75,9.89,84.21,87.1,4000,1673,7.99,9,3
5.21,10.57,45.03,5.07,98.47,41.35,2000,1954,1.5,0,0
21.84,32.07,100.11,9.42,87.96,88.96,4000,1653,8.61,7,3
5.45,9.8,43.07,4.82,98.33,38.79,2000,1968,1.45,1,0
7.07,12.59,52.83,6.0,95.48,51.27,2000,1819,2.58,0,1
4.97,10.07,44.76,5.17,98.39,41.43,1500,1546,1.42,0,0
10.82,24.24,74.78,7.86,90.8,66.26,3500,2832,6.1,6,2
10.69,24.19,70.72,7.85,92.5,72.95,3500,2825,4.73,5,2
4.56,9.34,43.59,4.82,98.38,38.15,2500,2529,1.5,1,0
19.29,39.88,98.93,10.08,83.32,91.71,4000,1789,7.44,7,3
4.57,9.28,46.23,4.84,98.36,41.1,2500,2522,1.36,0,0
5.42,10.74,45.81,4.91,98.74,39.26,1500,1513,1.42,0,0
10.66,20.7,79.7,7.15,92.53,73.41,3500,2790,5.38,4,2
20.17,39.69,98.54,10.51,83.36,94.97,4000,1501,8.18,7,3
12.21,19.24,71.17,7.83,90.74,71.97,3500,2719,5.42,2,2
6.75,14.29,54.91,6.08,96.12,49.72,2000,1771,3.08,0,1
19.34,36.64,95.55,10.89,87.08,86.31,4000,2341,8.7,6,3
5.24,10.72,45.82,4.84,98.75,39.43,1500,1543,1.47,0,0
4.99,9.81,43.83,4.83,98.24,40.67,1500,1461,1.46,0,0
6.84,13.92,54.48,6.09,96.68,51.31,3000,2852,3.42,0,1
18.78,39.28,93.53,10.88,84.08,91.95,4000,2316,10.76,5,3
5.02,9.65,46.06,5.13,98.46,38.61,2000,2029,1.65,0,0
7.65,13.81,52.58,6.0,95.71,49.22,2000,1876,2.52,3,1
22.48,39.05,93.39,9.46,87.6,91.92,4000,2306,7.87,8,3
11.68,19.74,77.33,7.69,91.61,66.47,3500,2600,5.44,2,2
5.4,9.03,45.53,4.97,98.75,38.59,1500,1530,1.64,1,0
4.79,9.07,45.2,4.86,98.27,38.8,2000,2010,1.43,1,0
6.86,15.58,55.51,6.03,95.41,52.52,3000,2823,3.05,2,1
6.78,14.45,57.35,6.1,96.44,54.14,3000,2840,3.48,1,1
12.9,22.03,72.68,7.62,91.8,70.58,3500,2769,5.89,4,2
6.56,15.72,52.74,6.07,95.95,51.85,2000,1739,2.68,0,1
18.42,34.69,95.8,10.33,84.96,93.74,4000,2344,10.62,8,3
17.9,35.42,88.97,10.36,87.97,91.75,4000,2464,8.17,5,3
11.92,24.76,76.04,7.46,90.98,73.53,3500,2749,5.32,6,2
18.93,36.33,94.87,9.84,87.19,88.57,4000,2384,7.21,6,3
8.11,14.87,57.88,5.96,96.33,51.66,2000,1824,3.33,2,1
4.54,9.75,44.28,4.92,98.55,41.27,1500,1541,1.43,1,0
6.61,15.78,53.44,5.76,96.27,51.74,3000,2899,2.91,3,1
8.05,12.91,52.18,5.6,96.18,50.69,2000,1757,3.49,0,1
13.91,19.81,71.06,7.22,90.72,71.8,3500,2750,5.25,3,2
5.4,9.16,46.85,4.86,98.32,38.89,1500,1466,1.42,1,0
20.15,32.29,94.51,10.45,86.54,87.3,4000,2173,8.85,7,3
17.75,31.08,94.35,9.45,85.47,94.79,4000,1848,7.01,6,3
11.6,19.2,74.32,7.7,91.5,70.67,3500,2811,4.54,6,2
10.92,24.82,79.07,7.65,91.39,73.76,3500,2548,5.39,6,2
8.48,13.77,54.7,5.84,96.68,51.92,2500,2354,3.23,0,1
6.86,13.45,53.38,5.93,96.1,50.33,2500,2349,3.4,1,1
16.33,39.04,94.8,9.09,85.23,94.68,4000,1782,10.13,5,3
23.86,38.87,95.61,9.77,83.45,88.64,4000,2226,7.5,6,3
6.87,15.31,52.55,5.5,96.36,50.13,2500,2399,2.51,1,1
7.71,12.55,55.55,5.64,96.32,49.07,2000,1891,2.73,3,1
12.02,19.34,70.87,7.88,92.6,69.41,3500,2809,6.45,4,2
17.75,33.98,102.93,9.39,86.81,90.44,4000,1748,10.91,6,3
16.0,37.66,98.32,10.89,85.9,86.88,4000,1595,7.85,7,3
5.2,9.73,44.44,5.04,98.7,40.44,2000,1984,1.38,1,0
7.9,12.39,53.11,5.68,95.35,52.29,2500,2341,2.9,2,1
10.94,22.91,71.46,7.58,92.3,72.88,3500,2777,5.06,6,2
5.31,9.64,44.64,5.13,98.61,41.7,1500,1502,1.68,1,0
12.1,23.81,72.73,7.76,90.72,69.21,3500,2624,6.16,2,2
4.91,10.15,44.0,5.07,98.77,40.41,2000,1980,1.64,1,0
4.8,9.58,44.41,5.09,98.62,38.4,2500,2451,1.55,1,0
4.64,10.73,43.61,5.02,98.44,39.0,2000,1971,1.49,1,0
4.54,9.43,46.98,5.18,98.74,38.85,1500,1535,1.35,0,0
4.59,9.57,46.02,4.83,98.77,38.63,1500,1508,1.59,1,0
11.63,22.12,79.7,7.59,92.64,70.75,3500,2856,6.0,3,2
13.16,23.83,79.14,7.64,91.59,67.45,3500,2687,4.57,5,2
7.99,15.68,55.84,5.82,96.35,53.66,3000,2888,2.81,3,1
6.52,14.18,54.48,5.9,96.37,51.25,2000,1881,2.8,2,1
4.81,10.29,43.06,5.06,98.41,38.25,2000,1970,1.45,1,0
4.61,9.75,46.75,5.15,98.28,38.95,1500,1544,1.31,1,0
6.93,15.69,53.5,5.82,95.52,53.64,3000,2718,3.09,3,1
4.9,10.15,44.4,4.98,98.49,40.09,2500,2544,1.48,0,0
5.23,9.78,46.85,5.0,98.47,40.19,2000,1956,1.38,0,0
11.49,19.32,75.2,7.71,93.11,69.38,3500,2823,4.65,4,2
20.43,30.56,102.09,9.65,83.31,86.91,4000,1574,9.88,10,3
13.85,23.91,70.35,7.97,92.25,68.32,3500,2837,5.29,6,2
20.0,36.58,90.96,9.83,85.38,88.87,4000,1763,10.42,7,3
4.95,10.12,46.98,5.1,98.49,38.56,2500,2462,1.69,0,0
4.61,10.04,45.27,5.03,98.61,40.81,2000,2039,1.38,1,0
18.69,39.15,97.46,9.34,83.59,92.01,4000,2338,7.47,8,3
7.55,14.52,54.03,5.77,96.03,54.98,2500,2281,3.1,2,1
6.68,12.29,53.57,5.97,95.92,49.58,2500,2392,2.94,1,1
13.26,24.76,72.54,7.03,93.35,67.25,3500,2813,5.23,4,2
19.05,34.87,89.79,10.3,83.53,89.51,4000,2437,7.89,5,3
11.4,21.69,77.36,7.46,92.31,70.44,3500,2744,4.56,6,2
23.38,35.16,99.29,9.54,84.61,91.51,4000,2381,9.47,8,3
7.17,14.0,53.4,5.82,95.35,54.08,2000,1746,2.85,1,1
7.3,12.88,55.54,5.56,96.36,49.42,2000,1775,2.77,2,1
5.39,9.24,45.58,4.95,98.44,40.11,1500,1517,1.46,1,0
4.9,10.13,46.93,5.04,98.25,41.78,2000,1967,1.64,1,0
21.22,39.55,93.94,9.55,84.34,86.56,4000,2493,8.03,8,3
8.41,14.21,52.48,5.97,95.78,50.87,2000,1738,2.74,1,1
22.03,32.56,102.68,9.28,87.61,87.43,4000,2197,10.52,5,3
8.03,13.13,52.23,5.78,96.68,54.4,3000,2890,2.61,3,1
5.17,10.93,43.39,4.9,98.76,40.13,2000,1982,1.49,1,0
11.66,20.71,72.23,7.09,92.07,69.89,3500,2827,5.21,5,2
4.66,10.28,43.14,5.04,98.57,38.73,2000,2028,1.45,1,0
5.39,10.91,46.41,5.12,98.67,38.72,1500,1543,1.56,1,0
5.12,10.93,45.36,4.94,98.69,39.96,2000,2022,1.57,1,0
5.16,10.22,44.16,4.98,98.65,40.68,2500,2464,1.47,0,0
7.68,15.02,55.08,5.96,95.22,50.53,2000,1818,2.56,0,1
12.7,24.9,71.82,7.45,92.87,66.07,3500,2720,4.69,2,2
4.74,9.34,44.49,5.01,98.73,39.91,2500,2452,1.49,0,0
12.51,21.99,73.17,7.27,93.38,67.49,3500,2513,5.72,6,2
21.78,31.19,90.2,9.19,87.36,90.74,4000,1709,7.13,6,3
10.6,19.56,78.61,7.52,93.25,71.09,3500,2896,5.87,3,2
4.67,9.8,43.76,5.18,98.33,39.39,1500,1491,1.63,1,0
6.79,15.82,52.78,5.65,95.62,52.33,2000,1786,3.2,0,1
7.95,15.7,55.93,5.81,95.86,51.97,2500,2307,3.23,0,1
11.68,19.37,79.91,7.84,92.15,66.21,3500,2587,4.85,2,2
5.42,9.95,46.02,4.83,98.47,41.97,2000,1971,1.32,1,0
11.66,19.74,77.6,7.94,92.44,67.89,3500,2634,6.49,6,2
4.99,9.33,46.11,5.07,98.67,41.47,2000,2022,1.48,1,0
19.0,39.12,94.72,10.3,87.24,90.49,4000,1697,7.89,10,3
6.57,14.76,53.44,5.77,95.8,54.98,3000,2857,3.25,0,1
5.43,10.48,44.67,5.0,98.65,41.92,1500,1534,1.65,0,0
8.41,12.85,52.78,5.58,95.2,50.22,3000,2750,2.78,2,1
5.32,10.71,45.2,4.88,98.4,39.78,1500,1451,1.57,1,0
6.54,13.23,55.63,6.05,96.57,53.66,2500,2370,2.6,1,1
5.41,9.01,44.25,5.18,98.32,40.1,2500,2473,1.68,0,0
16.26,33.98,87.26,10.19,83.35,85.98,4000,1927,7.09,10,3
19.83,37.16,91.25,10.58,86.42,86.49,4000,2438,8.71,9,3
13.31,24.72,79.11,7.3,90.96,70.41,3500,2815,6.14,2,2
7.42,14.54,57.22,5.59,95.41,50.25,3000,2894,2.9,0,1
19.72,32.75,99.26,10.18,86.02,92.12,4000,2069,8.9,7,3
7.37,13.29,56.64,5.81,95.46,51.69,2500,2375,3.14,0,1
23.24,34.03,96.57,9.5,87.01,85.51,4000,1789,7.57,5,3
19.63,38.06,90.53,9.71,84.87,89.09,4000,2075,10.95,6,3
5.26,9.11,43.68,5.1,98.78,39.82,2000,1966,1.66,1,0
10.68,22.89,75.25,7.44,92.51,71.76,3500,2574,5.34,5,2
21.32,39.64,89.38,10.91,86.75,91.75,4000,2435,10.9,9,3
4.56,10.77,44.93,5.14,98.74,41.88,2000,2012,1.3,1,0
21.7,33.42,87.56,10.98,87.35,92.0,4000,2164,8.41,5,3
4.67,9.59,44.04,4.82,98.54,39.15,2500,2545,1.37,1,0
20.44,35.46,98.13,10.01,84.23,86.87,4000,2052,9.87,9,3
7.39,12.85,52.43,5.86,95.51,54.53,3000,2734,3.17,3,1
20.75,30.82,97.99,9.14,85.95,94.53,4000,2492,10.28,9,3
13.75,24.04,75.73,7.33,90.64,66.92,3500,2865,5.87,5,2
8.19,15.83,57.39,6.04,95.99,52.28,2500,2200,2.71,1,1
23.87,39.9,99.52,9.6,84.79,93.35,4000,1600,7.72,9,3
16.03,39.37,98.45,10.9,84.05,90.19,4000,2307,9.11,7,3
5.14,10.77,44.64,4.96,98.4,40.83,2000,1983,1.39,0,0
5.26,9.09,44.32,5.0,98.32,41.68,2500,2460,1.46,1,0
4.85,10.22,44.4,5.18,98.65,40.97,2500,2522,1.68,0,0
10.77,24.78,75.61,7.27,91.56,72.24,3500,2744,6.12,6,2
4.92,10.88,43.36,4.97,98.27,41.05,2000,2045,1.33,0,0
7.03,15.31,53.55,5.63,96.6,51.0,2500,2353,3.3,3,1
4.67,10.9,46.07,4.84,98.66,38.46,1500,1546,1.33,1,0
23.79,31.79,88.94,9.69,84.47,91.62,4000,2103,8.28,8,3
7.47,14.53,53.66,5.51,96.3,51.24,2500,2222,3.11,1,1
23.93,38.23,100.64,9.52,84.34,85.96,4000,1771,9.57,5,3
19.12,30.08,96.79,9.62,85.06,93.73,4000,2146,9.82,5,3
8.0,15.14,55.44,5.61,96.37,50.66,3000,2763,3.26,1,1
16.41,34.58,101.86,10.23,83.63,91.6,4000,2481,10.29,10,3
5.2,10.86,46.26,5.04,98.43,40.0,2500,2537,1.69,1,0
11.81,19.23,74.92,7.65,91.32,71.19,3500,2576,5.15,5,2
17.08,30.61,88.19,9.12,87.8,90.67,4000,1504,10.12,6,3
20.35,30.25,100.41,10.2,85.56,91.36,4000,1547,8.66,8,3
4.69,9.89,45.89,5.15,98.2,40.25,1500,1454,1.54,0,0
5.24,9.42,44.52,5.14,98.7,41.05,2000,2047,1.6,0,0
12.3,22.75,74.27,7.85,92.65,67.07,3500,2653,5.33,3,2
11.79,22.42,75.04,7.02,93.34,66.27,3500,2543,6.24,5,2
21.82,35.07,89.91,9.35,86.8,90.33,4000,1684,8.99,7,3
7.2,13.68,52.69,5.92,96.77,51.61,2000,1880,3.4,0,1
23.81,36.79,100.45,10.05,84.03,87.07,4000,1633,10.48,9,3
7.53,14.1,56.04,5.77,95.98,49.5,2500,2367,2.64,2,1
21.51,31.63,94.8,10.15,84.8,88.94,4000,1721,10.0,9,3
6.72,12.71,52.07,6.03,96.44,49.93,3000,2862,3.11,3,1
4.78,10.11,45.38,4.9,98.35,41.99,2500,2469,1.54,0,0
4.71,9.77,46.19,4.86,98.43,39.26,2500,2494,1.41,1,0
11.03,19.31,79.02,7.51,91.97,72.12,3500,2701,6.33,4,2
10.74,22.5,79.5,7.17,91.87,73.29,3500,2632,5.41,2,2
5.11,10.98,46.73,4.98,98.26,39.43,1500,1461,1.34,0,0
13.62,23.45,74.0,7.93,91.98,68.92,3500,2820,5.43,4,2
13.59,23.4,75.37,7.17,93.21,72.62,3500,2830,6.07,6,2
4.74,9.89,45.17,5.2,98.35,41.31,2500,2546,1.53,1,0
17.32,30.9,97.74,9.4,83.93,89.64,4000,2118,10.12,10,3
18.27,35.73,87.19,10.1,85.17,88.62,4000,1626,8.76,6,3
8.01,14.88,53.03,5.79,96.7,50.99,2500,2248,2.52,2,1
19.55,30.35,92.1,10.74,84.9,92.69,4000,1992,10.69,10,3
4.88,10.84,46.71,4.92,98.35,38.1,2000,1965,1.6,0,0
16.81,34.17,91.79,9.54,82.15,89.12,4000,2379,7.42,9,3
11.57,19.08,76.52,7.16,91.99,70.47,3500,2816,5.26,4,2
20.65,35.98,91.91,10.66,82.65,93.59,4000,2409,9.02,5,3
11.05,24.95,77.77,7.73,93.5,67.34,3500,2717,4.84,2,2
5.19,9.24,46.05,4.87,98.6,41.91,2500,2538,1.58,0,0
10.82,23.96,79.27,7.88,92.83,69.78,3500,2662,6.28,3,2
11.68,23.9,77.18,7.6,92.17,71.3,3500,2629,4.54,4,2
5.0,10.17,44.7,4.86,98.44,39.89,2000,1961,1.66,0,0
23.3,34.95,95.32,9.57,85.57,91.8,4000,1976,10.51,5,3
7.99,13.23,55.5,5.87,95.79,53.62,3000,2739,3.0,0,1
20.69,30.29,88.06,9.82,84.65,88.37,4000,1810,9.46,9,3
4.77,9.96,45.1,4.92,98.46,39.9,1500,1481,1.52,0,0
7.45,14.52,53.32,5.95,96.39,52.42,2000,1806,2.89,3,1
18.35,30.37,95.92,10.93,86.38,91.21,4000,2482,9.58,6,3
5.46,10.75,43.25,4.91,98.37,41.13,2500,2488,1.41,0,0
10.77,19.82,72.71,7.65,91.4,71.81,3500,2792,6.38,6,2
18.67,38.85,96.25,10.33,82.78,90.35,4000,2198,9.1,6,3
7.2,15.43,53.96,5.6,95.36,53.51,3000,2882,3.21,1,1
7.66,15.05,52.24,5.68,95.93,53.55,2000,1709,3.5,1,1
20.59,35.57,98.33,10.72,86.89,92.56,4000,1614,10.52,9,3
21.58,39.27,100.22,9.79,83.39,93.05,4000,1522,9.3,9,3
4.8,10.57,45.27,5.14,98.43,38.25,2500,2466,1.49,1,0
4.84,10.89,45.73,5.19,98.59,40.73,2000,1968,1.31,1,0
16.8,35.49,90.33,9.61,84.12,91.55,4000,2039,7.68,8,3
4.87,10.4,44.91,4.83,98.3,39.09,2000,2000,1.44,0,0
7.39,12.95,56.98,5.56,95.31,51.48,2000,1778,2.95,3,1
5.46,10.44,44.31,4.88,98.77,39.21,2500,2464,1.59,0,0
6.83,12.41,53.54,5.9,95.61,51.77,2500,2385,2.54,1,1
6.68,15.25,53.65,5.64,95.79,53.1,2500,2249,2.69,0,1
23.11,39.93,100.05,10.47,82.16,86.35,4000,2295,9.2,7,3
4.63,10.79,45.1,5.07,98.34,38.6,2000,2011,1.4,0,0
5.32,10.62,46.36,4.91,98.49,41.52,2500,2501,1.62,0,0
8.01,15.41,54.27,5.79,95.32,50.21,2500,2334,3.5,2,1
6.7,12.08,56.55,5.66,95.32,53.71,2500,2338,3.33,2,1
22.0,30.41,93.98,10.82,86.23,91.22,4000,1784,9.16,9,3
12.75,21.23,73.32,7.72,91.23,68.51,3500,2805,5.29,5,2
16.49,35.19,98.32,9.0,87.61,92.66,4000,2343,9.23,10,3
22.28,38.44,102.59,9.79,87.11,95.0,4000,1803,7.97,5,3
4.52,10.82,46.55,5.02,98.63,41.27,2500,2461,1.38,0,0
13.82,24.17,72.23,7.3,92.44,67.35,3500,2833,4.92,4,2
10.96,22.38,75.75,7.77,93.0,73.51,3500,2548,6.21,3,2
16.11,37.91,97.87,9.58,83.87,87.13,4000,2034,10.87,7,3
12.11,19.13,78.93,7.21,92.39,72.79,3500,2833,5.12,4,2
4.64,10.41,46.1,5.11,98.73,39.36,2000,2032,1.37,1,0
5.17,10.68,46.31,4.92,98.56,40.1,1500,1489,1.41,0,0
8.24,13.96,52.28,5.91,95.31,50.88,2000,1821,3.46,0,1
10.89,19.29,70.37,7.66,93.01,71.06,3500,2828,5.18,6,2
4.76,9.48,44.08,4.89,98.49,39.51,2500,2493,1.53,0,0
10.87,24.33,73.42,7.63,92.84,72.68,3500,2657,5.28,3,2
5.19,9.89,44.09,4.99,98.58,41.67,2500,2463,1.44,0,0
4.55,9.29,43.83,4.97,98.67,41.19,2000,1991,1.68,0,0
12.26,23.84,78.14,7.71,92.19,73.79,3500,2695,5.21,5,2
4.52,9.65,44.8,4.97,98.71,40.63,2500,2503,1.68,1,0
13.58,20.67,77.09,7.49,92.63,69.83,3500,2771,4.89,6,2
4.86,9.28,43.69,4.99,98.47,38.65,2500,2531,1.4,1,0
7.38,12.4,52.15,5.7,95.46,51.53,2500,2244,2.98,0,1
7.65,12.84,56.95,5.92,95.76,53.63,3000,2803,3.05,1,1
16.88,35.76,101.98,10.46,84.64,87.95,4000,2076,9.97,8,3
18.77,31.01,90.25,9.19,84.96,93.49,4000,2330,9.07,6,3
8.23,14.37,54.01,5.64,95.96,49.32,2500,2365,3.07,0,1
18.69,35.47,93.0,9.58,83.16,89.91,4000,1710,8.74,5,3
19.66,33.61,94.18,9.07,84.77,85.35,4000,2392,7.59,10,3
4.87,10.55,45.89,4.88,98.52,39.71,1500,1534,1.58,0,0
4.69,9.5,46.41,4.8,98.53,39.52,2000,1971,1.58,0,0
8.33,15.94,53.55,6.0,96.41,53.49,2500,2290,3.22,1,1
8.27,14.48,54.41,5.55,95.21,53.42,2500,2246,2.84,3,1
16.09,32.75,95.95,9.47,86.03,85.23,4000,2292,8.41,9,3
7.96,13.16,52.24,6.08,95.98,53.98,2500,2205,2.53,1,1
17.7,36.57,96.63,10.88,86.4,86.91,4000,1542,9.66,10,3
10.88,22.13,77.63,7.89,91.65,72.46,3500,2762,5.65,3,2
19.26,38.05,100.89,9.21,85.06,88.37,4000,2417,10.75,10,3
6.85,13.84,57.43,5.84,96.0,54.03,2500,2253,3.39,0,1
13.51,23.09,73.96,7.02,91.74,72.38,3500,2567,6.23,6,2
8.35,15.37,55.67,5.9,95.53,49.69,2000,1897,2.98,1,1
6.7,12.29,54.06,6.04,95.78,49.5,2000,1748,2.76,1,1
12.1,23.78,72.0,7.38,92.59,68.06,3500,2717,5.35,6,2
11.42,19.05,73.25,7.05,92.83,70.78,3500,2893,4.96,6,2
7.09,12.57,54.49,5.78,96.24,50.91,2000,1735,3.2,3,1
12.55,23.61,75.17,7.28,91.5,66.93,3500,2583,6.05,4,2
7.45,15.22,53.72,5.94,95.6,53.35,3000,2866,2.64,2,1
13.11,20.32,73.2,7.78,92.9,68.39,3500,2679,5.66,4,2
17.79,33.87,93.72,10.67,86.49,92.46,4000,1539,10.7,10,3
5.03,10.6,45.48,4.81,98.4,40.33,2500,2471,1.33,0,0
7.51,14.69,56.91,5.87,96.16,52.64,2500,2378,3.46,0,1
13.47,21.23,73.52,7.87,93.47,71.13,3500,2580,6.03,4,2
8.33,13.69,57.55,5.68,96.67,53.69,2000,1841,2.81,2,1
8.12,13.94,52.72,5.97,96.27,53.14,3000,2832,3.12,0,1
5.35,10.61,43.14,5.02,98.41,39.4,2000,2009,1.42,1,0
7.06,12.53,54.35,5.88,95.63,49.09,2000,1885,3.05,3,1
11.09,21.14,71.22,7.17,93.49,70.31,3500,2812,5.1,4,2
22.19,38.07,95.76,10.11,87.66,88.8,4000,2000,9.8,8,3
5.31,10.64,44.75,4.83,98.59,39.03,2000,2030,1.43,0,0
5.43,9.71,44.92,4.95,98.54,41.38,2000,2013,1.69,0,0
17.73,35.64,95.06,10.19,82.18,86.58,4000,1664,8.65,10,3
5.44,9.27,45.68,4.99,98.7,39.56,2000,1994,1.39,1,0
19.59,37.89,97.7,9.72,83.49,90.89,4000,2199,7.98,5,3
22.46,31.0,89.92,10.04,82.45,88.24,4000,2124,10.86,8,3
12.75,21.13,78.34,7.11,91.08,72.03,3500,2503,5.36,5,2
13.17,19.28,78.93,7.07,90.92,73.1,3500,2721,4.84,2,2
18.86,38.28,89.65,9.34,82.43,85.94,4000,1565,10.63,5,3
7.85,15.4,55.8,6.07,96.09,50.62,3000,2839,2.81,3,1
19.78,33.93,100.86,9.34,83.2,92.53,4000,2499,7.96,5,3
5.39,10.65,46.07,5.13,98.55,39.27,2500,2536,1.47,1,0
19.54,32.14,102.15,10.49,83.35,87.31,4000,2137,9.69,6,3
7.84,12.51,55.55,5.85,95.91,50.12,2500,2393,2.9,3,1
